categorie,denumire,numar_registru_national,stare_actuala,status_normalizat,activ,sediu_schimbat,instanta_transfer,tara,judet,localitate,adresa,scop_initial,scop_modificari,hg_utilitate_publica,data_hg_utilitate_publica,sursa_fisier,sursa_url,sursa_data_actualizare
asociatie,ASOCIAÞIA DIABETICILOR ARAD,1946/A/2008,,activa,1,,,,ARAD,"Arad, STR.BLAJULUI NR. 3, AP.5","Arad, str.Tribunul Dobra nr.8, judeþul Arad","Scopul asociaþiei este sprijinirea persoanelor cu diabet din municipiul ºi judeþul Arad în vederea asigurãrii, din partea statului, a asistenþei medicale ºi tratamentului gratuit al bolii ºi complicaþiilor saler, organizarea unor întâlniri între diabetici ºi între aceºtia ºi cadre medicale de specialitate precum ºi acordarea de ajutor moral ºi material membrilor asociaþiei.",,,,09_03_2026Asociatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Asociatii.xlsx,2026-03-09
asociatie,ASOCIAÞIA TINERETULUI SOLIDAR ARAD,8304/A/2009,,activa,1,,DA,,ARAD,"Arad, STR.C. COPOSU NR. 24 C, LOCAÞIA E3-S5B, ET.3, JUD.ARAD","Bucureºti, B-dul Camil Ressu nr. 76, bl.S1A, sc.1, et.9, ap.37, sector 3",Scopul asociaþiei este asigurarea dezvoltãrii þi sprijinirii iniâiativelor tinerilor.,"Conform Hotãrârii nr. 1/05.05.2009 a Adunãrii Generale a Asociaþiei Tineretului Solidar Arad se modificã Capitolul II art. 1 prin completarea cu urmãtoarele scopuri „- diagnoza socialã, formularea, evaluarea ºi optimizarea politicilor guvernamentale,- promovarea accesului la informaþii, transparentei decizionale ºi încurajarea participãrii civice,- promovarea tradiþiilor, valorilor ºi simbolurilor româneºti.",,,09_03_2026Asociatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Asociatii.xlsx,2026-03-09
fundatie,Fundatia „CASA COMSA”,2702/B/1997,,activa,1,,,,ARAD,"Arad, STR.I.C.BRÃTIANU NR.2-4,AP.3A","Arad, str.Iosif Lengyel nr.30-32, mun.Arad",Stabilirea ºi menþinerea de contacte ºi relaþii de colaborare cu artiºti liberi profesionoºti.,"Se va completa art. 3 din Statutul Fundaþiei în sensul cã acesta va avea urmãtorul cuprins:„ În activitatea de sprijinire a unor categorii sociale dezavantajate ºi în nevoie, fundaþia va acorda servicii sociale persoanelor în vârstã aflate în dificultate ºi persoanelor cu handicap, constând în sprijin pentru o viaþã independentã, menaj la domiciliu, transport, consiliere psihologicã, asistenþã medicalã ºi paleativã, activitãþi de socializare ºi petrecere a timpului liber, înfiinþarea de cãmine cu gãzduire pe duratã determinatã sau nedeterminatã, sprijin financiar în situaþii deosebite pentru persoanele cu handicap sau persoanele vârstnice în scopul asigurãrii tratamentelor medicale necesare ºi a protejãrii ºi realizãrii drepturilor ºi libertãþilor acestora”",,,09_03_2026Fundatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx,2026-03-09
asociatie,ASOCIAÞIA DEZVOLTAREA RESURSELOR PENTRU TOTI,2024/A/2006,,activa,1,,,,ARAD,"Arad, Str. Fluturilor Nr. 10, Bl. 9 Sc. B, Ap 2, mun.Arad Arad, str. Horia nr. 10, sc.A, ap.3, jud.Arad","Arad, str.Horia nr.10, sc.A, ap.3, jud.Arad Localitatea Zimand Cuz nr. 372, jud.Arad","dezvoltarea de solutii , atitudini si activitati complementare si alternative pentru gestionarea resurselor umane, intelectuale, materiale si de capital în interes general , de grup sau personal nepatrimonial","Dezvoltarea de soluþii complementare ºi alternative pentru gestionarea durabilã a resurselor umane. de mediu, intelectuale - educative, materiale ºi de caputaºl în interes general, de grup (tineri, adulþi, categorii defavorizate) sau persoal nepatrimonial.",,,09_03_2026Asociatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Asociatii.xlsx,2026-03-09
federatie,FEDERATIA REGIONALA A INTREPRINDERILOR MICI SI MIJLOCII REGIUNEA V VEST,4/C/2001,,activa,1,,DA,,ARAD,"Arad, judetul Arad","Arad, str. Preot Dr. Felea Ilarion, nr. 63A, cod postal 310435, jud. Arad","promovarea si apararea institutiei federatiei si a intereselor legitime ale membrilor sai,",,,,09_03_2026Federatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Federatii.xlsx,2026-03-09
asociatie,ASOCIAÞIA BISERICA ADORAM,9012/A/2009,,activa,1,,,,ARAD,"Arad, sr.Predeal F.N.","- Arad, str. Cãlãraºilor, nr. 2, ap. 1/b, parter, judeþ Arad - închiderii sediului secundar din mun. Arad, Piaþa Agroalimentarã Aurel Vlaicu - Complex Comercial, ap. 1a, jud. Arad","Scopul declarat al asociaþiei constã în promovarea valorilor ºi principiilor morale ºi creºtine în comunitate, oferirea de sprijin moral ºi material tuturor celor aflaþi în nevoie",,,,09_03_2026Asociatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Asociatii.xlsx,2026-03-09
asociatie,"ASOCIAÞIA CENTRUL CRESTIN INTERNATIONAL DE MISIUNE SI CARITATE ""BETLEEM""",37/A/1993,,activa,1,,,,ARAD,"Arad, str. Bagdazar nr. 43, jud.Arad","Arad, str.Episcopiei nr. 1, ap.2A, jud.Arad",Raspandirea principiilor biblice,,,,09_03_2026Asociatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Asociatii.xlsx,2026-03-09
asociatie,ASOCIATIA „PRO RADIO CNM” ARAD,4776/A/2007,,activa,1,,,,ARAD,"Arad, str. Brezoianu nr. 17, jud.Arad","loc. Sânleani nr. 390, jud.Arad","Asociaþia are ca scop organiozarea, promovarea ºi susþinerea programelor ºi emisiunilor radiofonice ºi de televiziune, sprijinirea editãrii ºi tipãririi de publicaþii, acordarea de sprijin financiar ºi stimularea activitãþilor cultural-educative, ºtiinþifice, medicale ºi religioase, acordarea de sprijin financiar ºi stimularea activitãþilor sportive, acordarea de sprijin financiar, material ºi medical persoanelor aflate în nevoie.",,,,09_03_2026Asociatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Asociatii.xlsx,2026-03-09
asociatie,ASOCIAÞIA „IFRA ASSISTANCE CLUB”,11339/A/2009,,activa,1,,,,ARAD,"Arad, str. Cãlugãreni nr. 2, ap.2","Arad, str. Moþilor nr. 2, jud.Arad",Scopul declarat al asociaþiei constã în apãrarea intereselor persoanelor aflate în afara teritoriului românesc în situaþii de urgenþã.,"Modificarea scopului declarat al asociaþiei din „apãrarea intereselor persoanelor aflate în afara teritoriului românesc în situaþi de urgenþã”, în „apãrarea intereselor persoanelor în cazuri de urgenþã atât pe teritoriul României cât ºi în strãinãtate”.",,,09_03_2026Asociatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Asociatii.xlsx,2026-03-09
fundatie,"FUNDAÞIA CREªTINÃ ""ANBION""",2040/B/1996,,activa,1,,,,ARAD,"Arad, str. Doinei nr. 1-13, mun.Arad","Arad, b-dul Decebal, nr.7, ap. 7, jud. Arad",Sprijin moral ºi material pentru toþi cei care simt nevoia acestuia.,,,,09_03_2026Fundatii.xlsx,https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx,2026-03-09
