name,cnpj,trade_name,country,status,org_type
FUNDACAO CENTRO FEDERAL DE ENSINO TECNOLOGICO DE OURO PRETO -FUNDACAO CEFET/OP,07581764000167,,BR,,government
"MINISTERIO DO PLANEJAMENTO, ORCAMENTO E GESTAO - MP",07582875000198,,BR,,government
FUNDO MUNICIPAL DE SAUDE,07582909000144,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE MANAUS,07583812000156,,BR,,government
ESTADO DO MARANHAO - FUNDO ESTADUAL DE DESENVOLVIMENTO INDUSTRIAL DO ESTADO DO MARANHAO/FDI,07586805000108,,BR,,government
FUNDEPRO/RR - FUNDO ESPECIAL DA PROCURADORIA-GERAL DO ESTADO DE RORAIMA,07590150000141,,BR,,government
UNIDADE EXECUTORA CONSELHO ESCOLAR MANOEL DE AQUINO VASCONCELOS,07590259000189,,BR,,government
CAIXA ESCOLAR GENERAL OSORIO,07590424000100,,BR,,government
ESCOLA ESTADUAL AGROTECNICA DE JEREMOABO,07591898000169,,BR,,government
MUNICIPIO DE PARACURU,07592298000115,,BR,,government
MUNICIPIO DE QUIXADA - CAMARA MUNICIPAL,07594930000160,,BR,,government
MUNICIPIO DE FARIAS BRITO,07595572000100,,BR,,government
MUNICIPIO DE SANTANA DO CARIRI,07597347000102,,BR,,government
MUNICIPIO DE FRECHEIRINHA,07598592000134,,BR,,government
MUNICIPIO DE ALCANTARAS,07598626000190,,BR,,government
MUNICIPIO DE ALCANTARAS,07598626000271,,BR,,government
MUNICIPIO DE SOBRAL,07598634000137,,BR,,government
MUNICIPIO DE SOBRAL,07598634000218,,BR,,government
MUNICIPIO DE SOBRAL,07598634000307,,BR,,government
MUNICIPIO DE SOBRAL,07598634000480,,BR,,government
MUNICIPIO DE SOBRAL,07598634000560,,BR,,government
MUNICIPIO DE SANTANA DO ACARAU,07598659000130,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - EEES MAESTRO FRANCISCO BRAGA,07601387000180,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - C.E. ANTONIO HOUAISS,07601395000127,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - CE PROFESSOR AUGUSTO MOTTA,07601690000183,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - CE NUN'ALVARES PEREIRA,07601699000194,,BR,,government
UNIDADE GESTORA DE PROJETOS ESPECIAIS - UGPE,07602404000102,,BR,,government
MUNICIPIO DE MARACANAU,07605850000162,,BR,,government
MUNICIPIO DE MARACANAU,07605850000243,,BR,,government
MUNICIPIO DE MARACANAU,07605850000324,,BR,,government
MUNICIPIO DE GUARAMIRANGA,07606478000109,,BR,,government
INSTITUTO DE PREVIDENCIA DOS SERVIDORES MUNICIPAIS DE AFOGADOS DA INGAZEIRA - IPSMAI,07609181000105,,BR,,government
PCRJ - SECRETARIA MUNICIPAL DE HABITACAO,07611042000108,,BR,,government
LICEU EDSON QUEIROZ,07612694000167,,BR,,government
SECRETARIA DE ESTADO DO TRABALHO DA JUVENTUDE E DA PROMOCAO DA IGUALDADE SOCIAL,07612888000162,,BR,,government
ESTADO DO MARANHAO - DECIMO BATALHAO DE POLICIA MILITAR - 10 BPM,07613339000102,,BR,,government
CENTRO DE EXCELENCIA EM DERIVADOS DE CARNE E LEITE,07613921000179,,BR,,government
FUNDO DE APERFEICOAMENTO DA PROCURADORIA GERAL DO MUNICIPIO,07614453000157,,BR,,government
SERVICO AUTONOMO DE SANEAMENTO AMBIENTAL DE BRAUNA,07615647000177,,BR,,government
MUNICIPIO DE JAGUARUANA,07615750000117,,BR,,government
MUNICIPIO DE JAGUARUANA,07615750000206,,BR,,government
FUNDO MUNICIPAL DE SAUDE,07615929000174,,BR,,government
CAMARA MUNICIPAL DE VEREADORES DE BANDEIRANTE,07617161000178,,BR,,government
INSTITUTUTO DE PREVIDENCIA E ASSISTENCIA SOCIAL MUNICIPAL,07617264000138,,BR,,government
CONSORCIO INTERMUNICIPAL DE RESIDUOS SOLIDOS,07619376000128,,BR,,government
FUNDACAO CULTURAL DE BOM JARDIM DA SERRA,07619983000198,,BR,,government
"CENTRO DE ESTUDOS, PESQUISAS E ATIVIDADES CULTURAIS NEGRO E LINDO",07622009000183,,BR,,government
FUNDACAO JARAGUAENSE DE MEIO AMBIENTE - FUJAMA,07622131000150,,BR,,government
CBV,34046722000107,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,07622504000192,,BR,,government
MUNICIPIO DE ASSUNCAO DO PIAUI- SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL,07622976000145,,BR,,government
MUNICIPIO DE BARAO DE GRAJAU - CAMARA MUNICIPAL,07624570000100,,BR,,government
INSTITUTO DE PREVIDENCIA SOCIAL DE VICENTINOPOLIS-PREV,07625529000140,,BR,,government
CONSORCIO INTERMUNICIPAL PARA DISPOSICAO DE RESIDUO SOLIDO,07625814000160,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO DE LIMOEIRO DO NORTE,07625932000179,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO DO MUNICPIO DE BRANQUINHA,07629251000189,,BR,,government
CONSELHO ESCOLAR COSME DE FARIAS,07629734000183,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO DE S J DO JAGUARIBE,07630353000114,,BR,,government
GRUPO CIDADAO SOLIDARIO,07630501000109,,BR,,government
"FUNDACAO MUNICIPAL TURISMO, ESPORTES E CULTURA - FUMTEC",07633040000110,,BR,,government
DIRETORIA REGIONAL BAIXADAS LITORANEAS,07634204000123,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO,07636699000120,,BR,,government
MANAUS PREVIDENCIA - MANAUSPREV,07637990000112,,BR,,government
COORDENACAO-GERAL DE PLANEJAMENTO E INTEGRACAO CONSULAR,07638377000110,,BR,,government
SUPERINTENDENCIA MUNICIPAL DE TRANSITO,07638750000132,,BR,,government
PALCOPARANA,25298788000195,,BR,Ativa,government
FUPA - FUNDO DE PENSOES E APOSENTADORIAS,07644514000129,,BR,,government
FUNDO ESPECIAL DA GUARDA CIVIL MUNICIPAL DE CAMPOS DOS GOYTACAZES,07644561000172,,BR,,government
FUNDO MUNICIPAL DE PREVIDENCIA DE ARUANA,07645201000195,,BR,,government
SECRETARIA DE AGRICULTURA E MEIO AMBIENTE DE NOVA COLINAS-MA,07647668000174,,BR,,government
UNIDADE ESCOLAR JOAO ANTONIO DOS SANTOS,07648187000183,,BR,,government
UNIDADE ESCOLAR GRACILIANO RAMOS,07648189000172,,BR,,government
ESCOLA MUNICIPAL DE EDUCACAO INFANTIL COMECINHO DE VIDA,07649215000187,,BR,,government
FUNDO MUNICIPAL DE SAUDE,07649698000110,,BR,,government
CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESDENTE,07649879000146,,BR,,government
FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE DE PRESIDENTE TANCREDO NEVES,07652913000131,,BR,,government
MUNICIPIO DE PORTEIRAS,07654114000102,,BR,,government
CONSORCIO INTERMUNICIPAL DE SAUDE DO ALTO URUGUAI CATARINENSE,07654807000197,,BR,,government
MUNICIPIO DE MILAGRES,07655277000100,,BR,,government
CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE DE GUATAPARA,07659876000193,,BR,,government
MUNICIPIO DE CAMOCIM,07660350000123,,BR,,government
CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE DO MUNICIPIO DE PORTO DA FOLHA - SE,07661108000174,,BR,,government
MUNICIPIO DE MARTINOPOLE,07661192000126,,BR,,government
HOSPITAL MUNICIPAL PROFESSOR CLOVIS DE AZEVEDO PAIVA,07661482000170,,BR,,government
FUNDO MUNICIPAL DE ASSITENCIA SOCIAL,07661772000113,,BR,,government
CONSORCIO INTERMUNICIPAL DO VALE DO RIO CAI (CIS-CAI),07662324000134,,BR,,government
MUNICIPIO DE CRUZ,07663917000115,,BR,,government
MUNICIPIO DE CRUZ,07663917000204,,BR,,government
CONSORCIO INTERMUNICIPAL DE SERVICOS DO VALE DO RIO PARDO - CISVALE,07664821000171,,BR,,government
CTTUC - COMPANHIA DE TRANSITO E TRANSPORTE URBANO DE TUCURUI,07667756000138,,BR,,government
FUNDO MUNICIPAL DE SAUDE,07669407000155,,BR,,government
MUNICIPIO DE OROS,07670821000184,,BR,,government
MUNICIPIO DE OROS,07670821000265,,BR,,government
MUNICIPIO DE FORQUILHA,07673106000103,,BR,,government
MUNICIPIO DE VARJOTA,07673114000141,,BR,,government
"PREVIMESQ, INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE MESQUITA",07675280000187,,BR,,government
MUNICIPIO DE IPU,07679723000108,,BR,,government
REGIME PROPRIO DE PREVIDENCIA SOCIAL - RPPS,07681157000179,,BR,,government
MUNICIPIO DE OEIRAS - CAMARA MUNICIPAL,07682396000143,,BR,,government
MUNICIPIO DE PENTECOSTE,07682651000158,,BR,,government
MUNICIPIO DE PENTECOSTE,07682651000239,,BR,,government
CONSORCIO INTERMUNICIPAL DE SAUDE DA RODOVIA - PA - 140,07682722000112,,BR,,government
MUNICIPIO DE IRAUCUBA,07683188000169,,BR,,government
FUNDACAO HOSPITALAR EZIDIO FARIA LEITE,07683387000177,,BR,,government
MUNICIPIO DE ITAPAJE,07683956000184,,BR,,government
MUNICIPIO DE ITAPAJE,07683956000265,,BR,,government
CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE - COMUNDICA,07688884000168,,BR,,government
MUNICIPIO DE JOSE DE FREITAS - CAMARA MUNICIPAL,07689847000174,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTOS DE NOVA RUSSAS,07690399000129,,BR,,government
MUNICIPIO DE MONSENHOR TABOSA,07693989000105,,BR,,government
AGENCIA REGULADORA DE ENERGIA E SANEAMENTO BASICO DO ESTADO DO RIO DE JANEIRO - AGENERSA,07694194000111,,BR,,government
MUNICIPIO DE TAMBORIL DO PIAUI - SECRETARIA DE ASSISTENCIA SOCIAL,07694337000195,,BR,,government
FMAS - FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,07699047000134,,BR,,government
CONSORCIO INTERMUNICIPAL DE DIREITOS DA CRIANCA E DO ADOLESCENTE DO NOROESTE PAULISTA - CORECA,07701841000175,,BR,,government
ESCOLA SANTA ISABEL,07702827000196,,BR,,government
FUNDO MUNICIPAL DE PREVIDENCIA DE BARRACAO,07703928000181,,BR,,government
CONSORCIO INTERMUNICIPAL PARA O DESENVOLVIMENTO SOCIAL DOS MUNICIPIOS DO PARANA - CINDEPA,07704522000113,,BR,,government
FUNDACAO CULTURAL E ARTISTICA DE CAMBE - FUNCAC,07709042000145,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE ALTO PARAISO,07720960000175,,BR,,government
FUNDO DE APOSENTADORIA E PENSOES - FAP,07725512000164,,BR,,government
PROGRAMA FARMACIA POPULAR DO BRASIL,07726428000165,,BR,,government
MUNICIPIO DE PEDRA BRANCA,07726540000104,,BR,,government
CONSELHO MUNICIPAL DOS EVANGELICOS,07726798000100,,BR,,government
INSTITUTO MUNICIPAL DE PREVIDENCIA SOCIAL - IMPS,07727128000109,,BR,,government
MUNICIPIO DE SENADOR POMPEU,07728421000182,,BR,,government
FUNDO MUNICIPAL DE SAUDE,07729810000122,,BR,,government
CORPREV - FUNDO PREVIDENCIARIO DO MUNICIPIO DE SAO JOSE DA COROA GRAN DE,07730726000129,,BR,,government
APAC ASSOCIACAO DE PROTECAO E ASSISTENCIA AO CONDENADO,07731858000175,,BR,,government
MUNICIPIO DE CARNAUBAL,07732670000141,,BR,,government
MUNICIPIO DE CARNAUBAL,07732670000222,,BR,,government
CAMARA MUNICIPAL DE VEREADORES DE JABORA,07733746000153,,BR,,government
FUNDO MUNICIPAL DO MEIO AMBIENTE E RECURSOS HIDRICOS,07734384000115,,BR,,government
MUNICIPIO DE TIANGUA,07735178000120,,BR,,government
MUNICIPIO DE TIANGUA,07735178000200,,BR,,government
FUNDO ESTADUAL DE INCENTIVO AO ESPORTE,07735634000131,,BR,,government
FUNDO DE PREVIDENCIA SOCIAL DO MUNICIPIO DE INAJA,07737237000107,,BR,,government
MUNICIPIO DE PIQUET CARNEIRO,07738057000131,,BR,,government
MUNICIPIO DE PIQUET CARNEIRO,07738057000212,,BR,,government
CONSELHO ESCOLAR DA ESCOLA DE ENSINO FUNDAMENTAL DOMINGOS ANSELMO,07738576000108,,BR,,government
CONSELHO REGIONAL DA ORDEM DOS MUSICOS DO BRASIL NO ESTADO DO TOCANTINS,07739226000158,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571000104,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571000295,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571000376,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571000457,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571000538,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571000619,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571000708,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571000880,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571000961,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001003,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001186,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001267,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001348,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001429,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001500,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001690,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001771,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001852,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571001933,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002077,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002158,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002239,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002310,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002409,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002581,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002662,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002743,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002824,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571002905,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003049,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003120,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003200,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003391,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003472,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003553,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003634,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003715,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003804,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571003987,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571011220,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571011300,,BR,,government
SECRETARIA DA SAUDE DO ESTADO DO CEARA,07954571011491,,BR,,government
MUNICIPIO DE COLINAS - SECRETARIA MUNICIPAL DE SAUDE,07739651000147,,BR,,government
MUNICIPIO DE COLINAS - SECRETARIA MUNICIPAL DE SAUDE,07739651000228,,BR,,government
CARTEIRA DE PREVIDENCIA DO VEREADOR DE ITAPECURU MIRIM,07739659000103,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO DE QUIXERAMOBIM,07742778000115,,BR,,government
INSTITUTO ITA ARAUJO,07743968000157,,BR,,government
CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,07744234000192,,BR,,government
MUNICIPIO DE QUIXERAMOBIM,07744303000168,,BR,,government
MUNICIPIO DE QUIXERAMOBIM,07744303000249,,BR,,government
MUNICIPIO DE QUIXERAMOBIM,07744303000320,,BR,,government
FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,07830880000172,,BR,,government
MUNICIPIO DE QUIXERAMOBIM,07744303000400,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO DE MIRASSOL DOESTE - SAEMI,07745657000127,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE SAO JOAO DA ALIANCA,07748322000162,,BR,,government
FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE PIRES DO RIO,07752031000148,,BR,,government
AUTARQUIA MUNICIPAL DE AGUA E ESGOTO DE CACHOEIRAS DE MACACU,07754024000185,,BR,,government
CONSORCIO INTERMUNICIPAL DE SAUDE DO AUTO URUGUAI - CISAU,07754359000101,,BR,,government
CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE DE SERTAOZINHO,07755347000193,,BR,,government
INSTITUTO DE PREVIDENCIA DO ESTADO DO ACRE,07756076000190,,BR,,government
MUNICPIO DE ACAUA - SECRETARIA DE ASSISTENCIA SOCIAL,07756289000112,,BR,,government
MUNICIPIO DE REDENCAO,07756646000142,,BR,,government
MUNICIPIO DE REDENCAO,07756646000223,,BR,,government
MUNICIPIO DE REDENCAO,07756646000304,,BR,,government
FUNDO MUNICIPAL DOS DIRETOS DA CRIANCA E DO ADOLECENTE,07757840000142,,BR,,government
FUNDO PARA PAGAMENTO DE PRESTACOES NO CASO DE PERDA DE RENDA POR DESEMPREGO E INVALIDEZ TEMPORARIA - FIEL,07758680000156,,BR,,government
COMISSAO MUNICIPAL DE ESPORTES E LAZER,07759231000122,,BR,,government
FUNDO MUNICIPAL DE SEGURIDADE SOCIAL,07759991000130,,BR,,government
SECRETARIA MUNICIPAL DE PROJETOS ESPECIAIS E GESTAO TECNOLOGICA - SEMTEC,07760163000111,,BR,,government
INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE RESERVA,07761989000103,,BR,,government
FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,07762274000167,,BR,,government
SECRETARIA MUNICIPAL DE LIMPEZA URBANA - SEMULSP,07763922000108,,BR,,government
CAMARA MUNICIPAL DE MAE D'AGUA,07764762000103,,BR,,government
FUNDO ESPECIAL DE MODERNIZACAO E APRIMORAMENTO FUNCIONAL DA ASSEMBLEIA LEGISLATIVA DO ESTADO DE GOIAS,07766390000154,,BR,,government
SERVICO AUTONOMO MUNICIPAL DE AGUA E ESGOTO - SAMAE,07767665000174,,BR,,government
FUNDO MUNICIPAL DE SAUDE - FMS,07769310000114,,BR,,government
FUNDO MUNICIPAL DE SAUDE - FMS,07769310000203,,BR,,government
CAMARA MUNICIPAL DE PEDRA BONITA,07769603000100,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO DE RUSSAS,07769615000126,,BR,,government
FUNDO DE PREVIDENCIA SOCIAL DO MUNICIPIO DE FORMOSA,07771071000137,,BR,,government
MUNICIPIO DE CABECEIRAS DO PIAUI-SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL,07774174000150,,BR,,government
CASA CIVIL,07774626000102,,BR,,government
"CONSELHO MUNICIPAL DE EDUCACAO E CULTURA DO MUNICIPIO DE IBICARAI, ESTADO DA BAHIA",07774681000194,,BR,,government
MUNICIPIO DE OLINDA NOVA DO MARANHAO - HOSPITAL MUNICIPAL CRISTINO ANANIAS DE CAMPOS,07774807000120,,BR,,government
PREFEITURA MUN MULUNGU - SEC TRAB ASSIST SOCIAL,07775590000173,,BR,,government
CAMARA MUNICIPAL DE SAO DOMINGOS DO CARIRI,07776126000100,,BR,,government
FUNDO MUNICIPAL DA SAUDE IPAMERI,07777639000127,,BR,,government
ARAPREV,07777646000129,,BR,,government
MUNICIPIO DE SAO BENEDITO,07778129000174,,BR,,government
DEFENSORIA PUBLICA DO ESTADO DA BAHIA,07778585000114,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - CE JORGE ZARUR,07779522000182,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - C.E. GONCALVES DIAS,07779603000182,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - C.E. REPUBLICA DE MOCAMBIQUE,07779604000127,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ E.E.E.S. JORGE JABOUR,07779627000131,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - C.E. REVERENDO MARTIN LUTHER KING,07779629000120,,BR,,government
COLEGIO ESTADUAL A ESCOLA ESTADUAL DE ENSINO SUPLETIVO FREDERICO EYER,07779885000118,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO - RJ - C.E. MONTEIRO LOBATO,07780859000100,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE POMBOS - PE,07781713000189,,BR,,government
FORUM DA COMARCA DE COLNIZA,07781787000115,,BR,,government
"SECRETARIA MUNICIPAL DE FEIRAS, MERCADOS, PRODUCAO E ABASTECIMENTO - SEMPAB",07781915000120,,BR,,government
MUNICIPIO DE MORADA NOVA,07782840000100,,BR,,government
CAMARA MUNICIPAL DE PRAIA NORTE - TO,07783321000159,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE IPAMERI,07783548000102,,BR,,government
CONSORCIO INTERMUNICIPAL DE BOMBEIROS DO MEDIO TIETE,07783783000176,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE MAMBAI - GO,07784414000106,,BR,,government
PREV SAO JOSE,07784999000156,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO DE IBITURUNA,07785008000150,,BR,,government
FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,07786458000167,,BR,,government
MUNICIPIO DE SAO JOSE DO PIAUI - SECRETARIA DE ASSISTENCIA SOCIAL,07786630000182,,BR,,government
ASSOCIACAO MARACATU RURAL LEAO DA MATA NORTE,07790133000158,,BR,,government
FUNDACAO CULTURAL TRADICAO DE TIJUCAS,07790808000169,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE DAVINOPOLIS GOIAS,07791947000107,,BR,,government
SECRETARIA MUNICIPAL DE EDUCACAO,07792280000167,,BR,,government
CAMARA MUNICIPAL DE ANDRADAS,07794444000195,,BR,,government
ASSOCIACAO COMUNITARIA DE DESENVOLVIMENTO DE CARBONITA,07794557000190,,BR,,government
ESCOLA MUNICIPAL AMADA TEIXEIRA,07795152000177,,BR,,government
FUNDO MUN. DE SAUDE DE SAO GONCALO DO GURGUEIA,07797282000149,,BR,,government
CAMARA MUNICIPAL DE WENCESLAU BRAZ -PR,07797987000166,,BR,,government
MUNICIPIO DE CRISTINO CASTRO - SECRETARIA DE ASSISTENCIA SOCIAL,07798172000100,,BR,,government
MUNICIPIO DE SIMOES - SECRETARIA DE TRABALHO E ASSISTENCIA SOCIAL,07798392000125,,BR,,government
CONSORCIO INTERMUNICIPAL DE SAUDE DA MICRO-REGIAO DO VALE DO RIO GAVIAO - ESTADO DA BAHIA,07798534000154,,BR,,government
"SECRETARIA MUNICIPAL DE DESPORTO, LAZER E JUVENTUDE - SEMDEJ",07798886000100,,BR,,government
IGREJA BATISTA DA RESTAURACAO EM VARZEA DA PALMA,07800538000120,,BR,,government
MUNICIPIO DE IMPERATRIZ - FUNDO MUNICIPAL DE EDUCACAO,07801241000189,,BR,,government
FUNDO PREVIDENCIARIO DO MUNICIPIO DE JUPI,07801557000170,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE BARREIRAS DO PIAUI,07806207000105,,BR,,government
FUNDACAO MUNICIPAL DE ESPORTE E CULTURA,07806941000166,,BR,,government
MUNICIPIO DE FORTALEZA - SECRETARIA EXECUTIVA REGIONAL DO CENTRO - SERCEFOR,07806947000133,,BR,,government
MUNICIPIO DE QUIXERE,07807191000147,,BR,,government
MUNICIPIO DE QUIXERE,07807191000228,,BR,,government
FUNDO MUNICIPAL DE SAUDE / TEFE-AM,07807682000198,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DO MUNICIPIO DE TERESINA DE GOIAS,07809606000111,,BR,,government
FUNDO ESTADUAL DE DEFESA DO CONSUMIDOR,07810423000116,,BR,,government
MUNICIPIO DE IGUATU,07810468000190,,BR,,government
MUNICIPIO DE IGUATU,07810468000271,,BR,,government
MUNICIPIO DE IGUATU,07810468000352,,BR,,government
MUNICIPIO DE IGUATU,07810468000433,,BR,,government
FARMACIA POPULAR DO BRASIL,07810543000113,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,07849872000178,,BR,,government
SECRETARIA DE POLITICA E GESTAO COLEGIADA,07811277000143,,BR,,government
PROCURADORIA GERAL DO MUNICIPIO - MANAUS,07811304000188,,BR,,government
MUNICIPIO DE SABOEIRO,07811946000187,,BR,,government
MUNICIPIO DE CEDRO,07812241000184,,BR,,government
AGENCIA DE DEFESA AGROPECUARIA DO ESTADO DO PIAUI - ADAPI,07812549000120,,BR,,government
FUNDO MUNICIPAL DE GESTAO E MOVIMENTACAO DOS RECURSOS DO FUNDEF,07813002000149,,BR,,government
FUNDO DE ASSISTENCIA E DE SAUDE DOS SERVIDORES MUNICIPAIS DE MATINHOS,07814423000194,,BR,,government
SECRETARIA DE ESTADO DE CAPTACAO DE RECURSOS FINANCEIROS DO DISTRITO FEDERAL - SECAP,07815104000101,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO DE SOBRAL,07817778000137,,BR,,government
COORDENACAO DA REGIAO METROPOLITANA DE CURTIBA - COMEC,07820337000194,,BR,,government
CONSELHO ESCOLAR DA ESCOLA MIUNICIPAL RURAL DE ENSINO FUNDAMENTAL PROJETO AGUAS CLARAS,07820476000118,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE BLUMENAU,07821223000169,,BR,,government
FARMACIA POPULAR DE PALMEIRA DOS INDIOS,07822010000151,,BR,,government
FUNDO PREVIDENCIARIO DO MUNICIPIO DE ANTONIO ALMEIDA,07824555000105,,BR,,government
SUPERINTENDENCIA ESTADUAL DE GESTAO DE PESSOAS - SEGEP,07824639000130,,BR,,government
MUNICIPIO DE GRANJA,07827165000180,,BR,,government
MUNICIPIO DE GRANJA,07827165000261,,BR,,government
CONSELHO MUNICIPAL DE ASSISTENCIA SOCIAL,07828112000184,,BR,,government
IPC - INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DE CACAULANDIA,07828314000126,,BR,,government
INSTITUTO DE PREVIDENCIA SOCIAL DOS SERVIDORES MUNICIPAIS DE BELM DO SAO FRANCISCO - IPSEBE,07829684000188,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,07830715000110,,BR,,government
DEPARTAMENTO ESTADUAL DE TRANSITO DE PERNAMBUCO,09753781001727,,BR,,government
