name,cnpj,trade_name,country,status,org_type
MUNICIPIO DE IMACULADA,08883969000402,,BR,,government
MUNICIPIO DE IMACULADA,08883969000593,,BR,,government
MUNICIPIO DE IMACULADA,08883969000674,,BR,,government
GINASIO MUNICIPAL NOSSA SENHORA DOS REMEDIOS,08884983000188,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,08885008000194,,BR,,government
FUNDO MUNICIPAL DE TRANSITO DE TOLEDO,08885069000151,,BR,,government
UNIVERSIDADE ESTADUAL DO NORTE DO PARANA,08885100000154,,BR,,government
UNIVERSIDADE ESTADUAL DO NORTE DO PARANA,08885100000235,,BR,,government
UNIVERSIDADE ESTADUAL DO NORTE DO PARANA,08885100000316,,BR,,government
UNIVERSIDADE ESTADUAL DO NORTE DO PARANA,08885100000405,,BR,,government
GUAPO - FMS,08887558000142,,BR,,government
MUNICIPIO DE JURU,08888950000106,,BR,,government
MUNICIPIO DE JURU,08888950000297,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE CRUZEIRO DO OESTE,08888967000163,,BR,,government
FUNDO MUNICIPAL DA CRIANCA E DO ADOLECENTE,08888997000170,,BR,,government
MUNICIPIO DE NOVA OLINDA,08889297000108,,BR,,government
FUNDO MUNICIPAL DE PREVIDENCIA DE ANGELIM,08889626000102,,BR,,government
MUNICIPIO DE PEDRA BRANCA,08889826000165,,BR,,government
MUNICIPIO DE PEDRA BRANCA,08889826000246,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE CRUZEIRO DO IGUACU,08889908000100,,BR,,government
CONSORCIO INTERMUNICIPAL PARA ATERRO SANITARIO,08890062000128,,BR,,government
FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE - FMDCA,08890322000165,,BR,,government
SAO JOSE DE CAIANA PREFEITURA,08891566000162,,BR,,government
BREJO DO CRUZ PREVIDENCIA,08891666000199,,BR,,government
SECRETARIA EXECUTIVA DE ASSUNTOS INTERNACIONAIS,08891689000101,,BR,,government
MUNICIPIO DE SERRA GRANDE,08891830000168,,BR,,government
ESTADO DO MARANHAO - SECRETARIA DE ESTADO DA INFRAESTRUTURA,08892295000160,,BR,,government
MUNICIPIO DE BAIA DA TRAICAO,08894859000101,,BR,,government
MUNICIPIO DE BAIA DA TRAICAO,08894859000284,,BR,,government
MUNICIPIO DE BAIA DA TRAICAO,08894859000365,,BR,,government
MUNICIPIO DE BAIA DA TRAICAO,08894859000446,,BR,,government
MUNICIPIO DE BAIA DA TRAICAO,08894859000527,,BR,,government
MUNICIPIO DE BAIA DA TRAICAO,08894859000608,,BR,,government
MUNICIPIO DE BAIA DA TRAICAO,08894859000799,,BR,,government
MUNICIPIO DE BAIA DA TRAICAO,08894859000870,,BR,,government
MUNICIPIO DE BAIA DA TRAICAO,08894859000950,,BR,,government
MUNICIPIO DE MAMANGUAPE,08898124000148,,BR,,government
MUNICIPIO DE MAMANGUAPE,08898124000229,,BR,,government
MUNICIPIO DE MAMANGUAPE,08898124000300,,BR,,government
MUNICIPIO DE MAMANGUAPE,08898124000490,,BR,,government
MUNICIPIO DE MAMANGUAPE,08898124000571,,BR,,government
MUNICIPIO DE MAMANGUAPE,08898124000652,,BR,,government
MUNICIPIO DE MAMANGUAPE,08898124000733,,BR,,government
MUNICIPIO DE MAMANGUAPE,08898124000814,,BR,,government
MUNICIPIO DE MAMANGUAPE,08898124000903,,BR,,government
MUNICIPIO DE MATARACA,08898256000170,,BR,,government
MUNICIPIO DE MATARACA,08898256000250,,BR,,government
MUNICIPIO DE MATARACA,08898256000331,,BR,,government
MUNICIPIO DE MATARACA,08898256000412,,BR,,government
MUNICIPIO DE MATARACA,08898256000501,,BR,,government
MUNICIPIO DE MATARACA,08898256000684,,BR,,government
MUNICIPIO DE MATARACA,08898256000765,,BR,,government
MUNICIPIO DE MATARACA,08898256000846,,BR,,government
FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,08899303000108,,BR,,government
MUNICIPIO DE CRUZ DO ESPIRITO SANTO,08902934000120,,BR,,government
MUNICIPIO DE CRUZ DO ESPIRITO SANTO,08902934000201,,BR,,government
MUNICIPIO DE CRUZ DO ESPIRITO SANTO,08902934000392,,BR,,government
MUNICIPIO DE CRUZ DO ESPIRITO SANTO,08902934000473,,BR,,government
MUNICIPIO DE CRUZ DO ESPIRITO SANTO,08902934000554,,BR,,government
MUNICIPIO DE CRUZ DO ESPIRITO SANTO,08902934000635,,BR,,government
MUNICIPIO DE CRUZ DO ESPIRITO SANTO,08902934000716,,BR,,government
MUNICIPIO DE CRUZ DO ESPIRITO SANTO,08902934000805,,BR,,government
RECIFE CAMARA MUNICIPAL,08903189000134,,BR,,government
FUNDO DE SAUDE DO MUNICIPIO DE GUARANIACU,08906376000171,,BR,,government
ESCOLA MUNICIPAL DE SITIO FORTALEZA,08906913000183,,BR,,government
ESCOLA MUNICIPAL DE SAO FRANCISCO DE COPACA,08906930000110,,BR,,government
ESCOLA MUNICIPAL DE ALEGRIA,08906973000104,,BR,,government
ESCOLA MUNICIPAL DE SAO SEBASTIAO,08907074000118,,BR,,government
ESCOLA MUNICIPAL DE CAMADOR,08907110000143,,BR,,government
IPOJUCA CAMARA MUNICIPAL,08907347000124,,BR,,government
ESCOLA MUNICIPAL DE PUNA,08907504000100,,BR,,government
PITIMBU SECRETARIA GERAL,08907735000105,,BR,,government
PROCURADORIA GERAL DO ESTADO,08907750000153,,BR,,government
PROCURADORIA GERAL DO ESTADO,08907750000234,,BR,,government
PROCURADORIA GERAL DO ESTADO,08907750000315,,BR,,government
PROCURADORIA GERAL DE JUSTICA - FUNDO ESPECIAL/MP/PB,08907768000155,,BR,,government
POLICIA MILITAR DO ESTADO - PM/PB,08907776000100,,BR,,government
POLICIA MILITAR DO ESTADO - PM/PB,08907776000282,,BR,,government
POLICIA MILITAR DO ESTADO - PM/PB,08907776000363,,BR,,government
POLICIA MILITAR DO ESTADO - PM/PB,08907776000444,,BR,,government
POLICIA MILITAR DO ESTADO - PM/PB,08907776000525,,BR,,government
POLICIA MILITAR DO ESTADO - PM/PB,08907776000606,,BR,,government
POLICIA MILITAR DO ESTADO - PM/PB,08907776000797,,BR,,government
POLICIA MILITAR DO ESTADO - PM/PB,08907776000878,,BR,,government
POLICIA MILITAR DO ESTADO - PM/PB,08907776000959,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO - RJ - ESCOLA ESTADUAL DE ENSINO SUPLETIVO PROFESSOR CLEMENTINO FRAGA,08910815000110,,BR,,government
ESCOLA MUNICIPAL MENINO JESUS,08912240000174,,BR,,government
CAMARA MUNICIPAL DOS BARREIROS,08915159000148,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE SANTA IZABEL DO OESTE,08916107000196,,BR,,government
"SECRETARIA MUNICIPAL DE HABITACAO, REGULARIZACAO FUNDIARIA E PROJETOS ESTRUTURANTES - SEHARPE",08916232000104,,BR,,government
FUNDO MUNICIPAL DE SAUDE,08916501000124,,BR,,government
FUNDO DE APOSENTADORIA E PENSOES DOS SERVIDORES MUNICIPAIS DE INDIANOPOLIS,08916529000161,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO - RJ - COLEGIO ESTADUAL NACOES UNIDAS,08916705000165,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO - RJ - COLEGIO ESTADUAL VANIA DO AMARAL MATIAS EDDE,08916787000148,,BR,,government
SECRETARIA DE EDUCACAO E ESPORTES,10572071006749,,BR,,government
CONSORCIO PUBLICO PARA GESTAO DA ENERGIA ELETRICA E SERVICOS PUBLICOS,08917588000154,,BR,,government
11 BATALHAO DE POLICIA MILITAR,08918125000107,,BR,,government
MUNICIPIO DE JUAREZ TAVORA,08919490000136,,BR,,government
MUNICIPIO DE JUAREZ TAVORA,08919490000217,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - CE IRMA DULCE,08920016000124,,BR,,government
MUNICIPIO DE BOM SUCESSO,08920571000156,,BR,,government
MUNICIPIO DE BOM SUCESSO,08920571000237,,BR,,government
MUNICIPIO DE BOM SUCESSO,08920571000318,,BR,,government
MUNICIPIO DE BOM SUCESSO,08920571000407,,BR,,government
MUNICIPIO DE BOM SUCESSO,08920571000580,,BR,,government
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DA CRIANCA E DO ADOLESCEMTE,08921479000100,,BR,,government
MUNICIPIO DE RIACHO DOS CAVALOS,08921876000182,,BR,,government
MUNICIPIO DE RIACHO DOS CAVALOS,08921876000263,,BR,,government
MUNICIPIO DE RIACHO DOS CAVALOS,08921876000344,,BR,,government
MUNICIPIO DE RIACHO DOS CAVALOS,08921876000425,,BR,,government
MUNICIPIO DE RIACHO DOS CAVALOS,08921876000506,,BR,,government
MUNICIPIO DE RIACHO DOS CAVALOS,08921876000697,,BR,,government
CONSEG'S- CONSELHO COMUNITARIO DE SEGURANCA PUBLICA DE VIANOPOLIS,08923082000158,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE NOVA VENEZA,08923145000176,,BR,,government
FUNDO DE MANUTENCAO E DESENVOLVIMENTO DA EDUCACAO B. E DE VALORIZACAO DOS PROFISSIONAIS DA EDUCACAO - NOVA VENEZA,08923152000178,,BR,,government
COOPERATIVA DOS PRODUTORES DE FRUTICULTURA DE RONDONIA - COOPERFRUT,08923638000106,,BR,,government
FUNDACAO SOCIO CULTURAL JOFFRE DO REGO CASTELO BRANCO,08923796000166,,BR,,government
MUNICIPIO DE CAJAZEIRAS,08923971000115,,BR,,government
MUNICIPIO DE CAJAZEIRAS,08923971000204,,BR,,government
MUNICIPIO DE CAJAZEIRAS,08923971000387,,BR,,government
MUNICIPIO DE BOM JESUS,08923989000117,,BR,,government
MUNICIPIO DE CACHOEIRA DOS INDIOS,08923997000163,,BR,,government
MUNICIPIO DE CARRAPATEIRA,08924003000123,,BR,,government
MUNICIPIO DE MONTE HOREBE,08924011000170,,BR,,government
MUNICIPIO DE BONITO DE SANTA FE,08924037000118,,BR,,government
MUNICIPIO DE SAO JOSE DE PIRANHAS,08924052000166,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE SAO FELIX,08924528000169,,BR,,government
MUNICIPIO DE BANANEIRAS,08927915000159,,BR,,government
MUNICIPIO DE BANANEIRAS,08927915000230,,BR,,government
MUNICIPIO DE BANANEIRAS,08927915000310,,BR,,government
MUNICIPIO DE BELEM,08928517000157,,BR,,government
MUNICIPIO DE BELEM,08928517000238,,BR,,government
MUNICIPIO DE BELEM,08928517000319,,BR,,government
MUNICIPIO DE BELEM,08928517000408,,BR,,government
MUNICIPIO DE BELEM,08928517000580,,BR,,government
MUNICIPIO DE BELEM,08928517000661,,BR,,government
MUNICIPIO DE BELEM,08928517000742,,BR,,government
MUNICIPIO DE BELEM,08928517000823,,BR,,government
MUNICIPIO DE BELEM,08928517000904,,BR,,government
FUNDO MUNICIPAL DO MEIO AMBIENTE DE NOVA VENEZA,08928597000140,,BR,,government
MUNICIPIO DE CACIMBA DE DENTRO,08929648000159,,BR,,government
MUNICIPIO DE CACIMBA DE DENTRO,08929648000230,,BR,,government
MUNICIPIO DE CACIMBA DE DENTRO,08929648000310,,BR,,government
MUNICIPIO DE CACIMBA DE DENTRO,08929648000400,,BR,,government
MUNICIPIO DE CACIMBA DE DENTRO,08929648000582,,BR,,government
MUNICIPIO DE CACIMBA DE DENTRO,08929648000663,,BR,,government
FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE - FIA,08930253000176,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE ENTRE RIOS DO OESTE,08931196000140,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE PEDRA LAVRADA,08932293000157,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - CE JOAO DAUDT DE OLIVEIRA,08935402000190,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE FLORIANOPOLIS,08935681000191,,BR,,government
FESP - FUNDACAO DE ENSINO SUPERIOR DE PONTALINA,08935909000143,,BR,,government
FUNDO MUNICIPAL DE SAUDE DO SURUBIM,08937139000178,,BR,,government
MUNICIPIO DE COREMAS,08939936000194,,BR,,government
MUNICIPIO DE AGUIAR,08939944000130,,BR,,government
FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,08940580000109,,BR,,government
MUNICIPIO DE ITAPORANGA,08940694000159,,BR,,government
MUNICIPIO DE BOA VENTURA,08940702000167,,BR,,government
CONSELHO TUTELAR DE ITAPUCA,08941837000147,,BR,,government
MUNICIPIO DE DIAMANTE,08942229000157,,BR,,government
CAMARA MUNICIPAL DE QUIXABA,08942306000179,,BR,,government
MUNICIPIO DE EMAS,08944084000123,,BR,,government
MUNICIPIO DE TAVARES,08944092000170,,BR,,government
"MUNICIPIO DE ALTOS-SEC.MUNIC.DE ASSIST SOCIAL,JUVENTUDE,TRABALHO E CIDADANIA",08946834000104,,BR,,government
MUNICIPIO DE JACARAU,08947699000103,,BR,,government
MUNICIPIO DE JACARAU,08947699000294,,BR,,government
MUNICIPIO DE JACARAU,08947699000375,,BR,,government
MUNICIPIO DE JACARAU,08947699000456,,BR,,government
MUNICIPIO DE JACARAU,08947699000537,,BR,,government
MUNICIPIO DE JACARAU,08947699000618,,BR,,government
MUNICIPIO DE JACARAU,08947699000707,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO - RJ - COLEGIO ESTADUAL MARIETA CUNHA DA SILVA,08947710000135,,BR,,government
INSTITUTO DE PREVIDENCIA DOS SERVIDORES DO MUNICIPIO DE GOIANIA - GOIANIAPREV,08948407000157,,BR,,government
MUNICIPIO DE POMBAL,08948697000139,,BR,,government
MUNICIPIO DE POMBAL,08948697000210,,BR,,government
MUNICIPIO DE POMBAL,08948697000309,,BR,,government
MUNICIPIO DE POMBAL,08948697000481,,BR,,government
MUNICIPIO DE POMBAL,08948697000562,,BR,,government
MUNICIPIO DE POMBAL,08948697000643,,BR,,government
MUNICIPIO DE POMBAL,08948697000724,,BR,,government
MUNICIPIO DE POMBAL,08948697000805,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO - RJ ESCOLA ESTADUAL DE ENSINO SUPLETIVO PRACINHA JOAO DA SILVA,08948842000181,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE NOVA ESPERANCA DO SUDOESTE,08956201000179,,BR,,government
"CONSORCIO INTERMUNICIPAL DE DESENVOLVIMENTO ECONOMICO, SOCIAL E AMBIENTAL ARAGUAIA",08957566000118,,BR,,government
ESCOLA MUNICIPAL EDNELZA BEZERRA TRINDADE,08959619000130,,BR,,government
SAO BENTO DO UNA FUNDO MUNICIPAL DE SAUDE,08960773000121,,BR,,government
FUNDO DE SAUDE DO MUNICIPIO DE IGUATU,08962000000184,,BR,,government
INSTITUTO DE PREVIDENCIA DOS SERVIDORES PUBLICOS DO MUNICIPIO DE JUPI,08962335000100,,BR,,government
REGIME PROPRIO DE PREVIDENCIA DE CAMPINA DO SIMAO,08962568000103,,BR,,government
MUNICIPIO DE BATALHA - CENTRO DE ATENCAO PSICOSOCIAL-CPS I,08964830000140,,BR,,government
FUNDO ESTADUAL DE DESENVOLVIMENTO URBANO,08964930000177,,BR,,government
CONSELHO ESCOLAR COSME DE FARIAS,08967173000195,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE PIMENTA BUENO,08968508000190,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL DE POTENGI,08969384000167,,BR,,government
"FUNDACAO QUELUZIANA DE ARTE, EDUCACAO E CULTURA",08969707000112,,BR,,government
FUNDO MUNICIPAL DE SAUDE - MARIPA,08971099000180,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE SAO PEDRO DE ALCANTARA,08971900000198,,BR,,government
CONSORCIO INTERMUNICIPAL PARA O DESENVOLVIMENTO DO TERRITORIO DO VALE DO RIO CINZAS CIVARC,08976528000102,,BR,,government
CONSELHO COMUNITARIO DE DEFESA SOCIAL DISTRITAL,08977771000145,,BR,,government
CONSORCIO INTERMUNICIPAL DA COSTA DOS COQUEIROS,08978016000185,,BR,,government
SECRETARIA DE ESTADO DE PESCA E AQUICULTURA - SEPAQ,08978238000106,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - CE PROF JUREMA PECANHA GIRAUD,08979534000113,,BR,,government
MUNICIPIO DE BARRA DE SANTA ROSA,08993925000435,,BR,,government
CUMARU CAMARA MUNICIPAL,08985418000107,,BR,,government
CARPINA CAMARA MUNICIPAL,08985624000117,,BR,,government
MACHADOS CAMARA MUNICIPAL,08985673000150,,BR,,government
CAMPINA GRANDE SECRETARIA DE VIACAO E OBRAS,08991804000101,,BR,,government
CAMPINA GRANDE SECRETARIA DE ADMINISTRACAO,08991812000158,,BR,,government
CAMPINA GRANDE SECRETARIA DE ADMINISTRACAO,08991812000239,,BR,,government
CAMPINA GRANDE SECRETARIA DE FINANCAS,08991820000102,,BR,,government
CAMARA MUNICIPAL DE VEREADORES DE MONTE BELO DO SUL,08991860000146,,BR,,government
GERJ - SEE CE ASTOLFO REZENDE,08991868000102,,BR,,government
COMITE GESTOR DE ACOES INTEGRADAS PARA O BOI MANAUS 2007,08992523000173,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE SALGADO FILHO,08992808000104,,BR,,government
MUNICIPIO DE CAMPINA GRANDE,08993917000146,,BR,,government
MUNICIPIO DE BARRA DE SANTA ROSA,08993925000192,,BR,,government
MUNICIPIO DE BARRA DE SANTA ROSA,08993925000273,,BR,,government
MUNICIPIO DE BARRA DE SANTA ROSA,08993925000354,,BR,,government
MUNICIPIO DE BARRA DE SANTA ROSA,08993925000516,,BR,,government
MUNICIPIO DE BARRA DE SANTA ROSA,08993925000605,,BR,,government
MUNICIPIO DE BARRA DE SANTA ROSA,08993925000788,,BR,,government
CONSORCIO INTERMUNICIPAL DE SAUDE 8 DE ABRIL,08996378000107,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ CE BARAO DE SANTA MARGARIDA,08997061000187,,BR,,government
MUNICIPIO DE BALSAS - DEPARTAMENTO MUNICIPAL DE TRANSITO,08997590000180,,BR,,government
FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE SANTA LUZIA DO PARUA,08999023000163,,BR,,government
INSTITUTO DE PREVIDENCIA DO MUNICIPIO DE MATELANDIA - PREVIMAT,08999494000171,,BR,,government
MUNICIPIO DE SANTA CRUZ,08999690000146,,BR,,government
MUNICIPIO DE SANTA CRUZ,08999690000227,,BR,,government
MUNICIPIO DE SANTA CRUZ,08999690000308,,BR,,government
SERVICO AUTONOMO DE AGUA E ESGOTO,09028341000140,,BR,,government
MUNICIPIO DE SANTA CRUZ,08999690000499,,BR,,government
MUNICIPIO DE SANTA CRUZ,08999690000570,,BR,,government
MUNICIPIO DE SANTA CRUZ,08999690000650,,BR,,government
MUNICIPIO DE NAZAREZINHO,08999708000100,,BR,,government
MUNICIPIO DE NAZAREZINHO,08999708000290,,BR,,government
MUNICIPIO DE NAZAREZINHO,08999708000371,,BR,,government
MUNICIPIO DE NAZAREZINHO,08999708000452,,BR,,government
MUNICIPIO DE NAZAREZINHO,08999708000533,,BR,,government
MUNICIPIO DE NAZAREZINHO,08999708000614,,BR,,government
MUNICIPIO DO LASTRO,08999716000156,,BR,,government
MUNICIPIO DO LASTRO,08999716000237,,BR,,government
MUNICIPIO DO LASTRO,08999716000318,,BR,,government
MUNICIPIO DO LASTRO,08999716000407,,BR,,government
MUNICIPIO DO LASTRO,08999716000580,,BR,,government
MUNICIPIO DO LASTRO,08999716000660,,BR,,government
FUNDO MUNICIPAL DE AGRICULTURA - FMA,09000585000114,,BR,,government
MUNICIPIO DE PUXINANA,09001744000103,,BR,,government
FUNDO PREVIDENCIARIO MUNICIPAL DE UNIFLOR,09003619000124,,BR,,government
CAMARA MUNICIPAL DE VEREADORES DE XAVANTINA SC,09006402000178,,BR,,government
FUNDO MUNICIPAL DE SAUDE,09008389000196,,BR,,government
LEGISLATIVO MUNICIPAL DE IPE,09012116000115,,BR,,government
CAMARA DE VEREADORES DE ANTONIO PRADO,09012126000150,,BR,,government
MUNICIPIO DE CABEDELO,09012493000154,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE DIAMANTE DO SUL,09015691000171,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE JANDAIA DO SUL,09022372000193,,BR,,government
CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,09023934000113,,BR,,government
CAMARA MUNICIPAL DE VEREADORES DE GUARUJA DO SUL,09024107000144,,BR,,government
CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,09025326000148,,BR,,government
FUNDO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,09025331000150,,BR,,government
FUNDACAO AMAZONIA DE AMPARO A ESTUDOS E PESQUISAS - FAPESPA,09025418000128,,BR,,government
FUNDACAO LARA RESENDE,09025481000164,,BR,,government
CAMARA MUNICIPAL DE VEREADORES DE PIRAPO,09028563000162,,BR,,government
FUNDO MUNICIPAL DE PREVIDENCIA DO MUNICIPIO DE PASSIRA PE,09032346000146,,BR,,government
INSTITUTO DE DESENVOLVIMENTO DO PIAUI - IDEPI,09034960000147,,BR,,government
FUNDO MUNICIPAL DO TRABALHO,09079378000105,,BR,,government
PINHAL GRANDE CAMARA DE VEREADORES,09035829000102,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE CLEVELANDIA,09036819000183,,BR,,government
FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL - FMAS,09037224000142,,BR,,government
SAO PAULO PREVIDENCIA - SPPREV,09041213000136,,BR,,government
CAMARA MUNICIPAL DE VEREADORES DE ALTO FELIZ,09046007000119,,BR,,government
CAMARA MUNICIPAL DE VEREADORES DE ILOPOLIS,09051373000166,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE CASCAVEL,09051532000122,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE TUNEIRAS DO OESTE,09053493000100,,BR,,government
"SECRETARIA DE ESTADO DE DESENVOLVIMENTO DA INDUSTRIA, DO COMERCIO E DOS SERVICOS SUSTENTAVEIS - SEDENS",09053593000129,,BR,,government
CONTROLADORIA GERAL DO ESTADO,09054549000133,,BR,,government
COLEGIO ESTADUAL UBALDO DE OLIVEIRA,09059675000180,,BR,,government
CONSELHO MUNICIPAL DE SAUDE,09059842000193,,BR,,government
CAMARA MUNICIPAL DE VEREADORES DE IVORA,09061161000160,,BR,,government
SECRETARIA DE ESTADO DA CASA CIVIL,09062155000127,,BR,,government
CONSORCIO INTERMUNICIPAL DOS MUNICIPIOS DA MICROREGIAO DO ALTO SAPUCAI PARA ATERRO SANITARIO,09062786000146,,BR,,government
FUNDO MUNICIPAL DE DEFESA DOS DIREITOS DO CONSUMIDOR,09063717000157,,BR,,government
AGENCIA REGULADORA DO SERVICO DE AGUA E ESGOTO DE FRUTAL,09066900000106,,BR,,government
MUNICIPIO DE CATOLE DO ROCHA,09067562000127,,BR,,government
MUNICIPIO DE CATOLE DO ROCHA,09067562000208,,BR,,government
MUNICIPIO DE CATOLE DO ROCHA,09067562000399,,BR,,government
MUNICIPIO DE CATOLE DO ROCHA,09067562000470,,BR,,government
MUNICIPIO DE CATOLE DO ROCHA,09067562000550,,BR,,government
MUNICIPIO DE SAO BENTO,09069709000118,,BR,,government
MUNICIPIO DE SAO BENTO,09069709000207,,BR,,government
MUNICIPIO DE SAO BENTO,09069709000380,,BR,,government
MUNICIPIO DE SAO BENTO,09069709000460,,BR,,government
MUNICIPIO DE SAO BENTO,09069709000541,,BR,,government
FUNDO MUNICIPAL DE SAUDE,09070880000147,,BR,,government
MUNICIPIO DE ITABAIANA,09072430000193,,BR,,government
MUNICIPIO DE ITABAIANA,09072430000274,,BR,,government
MUNICIPIO DE ITABAIANA,09072430000355,,BR,,government
MUNICIPIO DE ITABAIANA,09072430000436,,BR,,government
MUNICIPIO DE ITABAIANA,09072430000517,,BR,,government
MUNICIPIO DE ITABAIANA,09072430000606,,BR,,government
MUNICIPIO DE ITABAIANA,09072430000789,,BR,,government
MUNICIPIO DE ITABAIANA,09072430000860,,BR,,government
ITATUBA SECRETARIA GERAL DA PREFEITURA,09072513000182,,BR,,government
CAMALAU PREFEITURA MUNICIPAL,09073297000190,,BR,,government
MUNICIPIO DE MONTEIRO,09073628000191,,BR,,government
MUNICIPIO DE GURJAO,09073685000170,,BR,,government
SAO JOAO DO CARIRI PREFEITURA MUNICIPAL,09074360000102,,BR,,government
SAO JOAO DO TIGRE PREFEITURA MUNICIPAL,09074634000163,,BR,,government
MONTEIRO PREFEITURA MUNICIPAL,09074907000170,,BR,,government
MUNICIPIO DE SAO SEBASTIAO DO UMBUZEIRO,09074998000143,,BR,,government
SAO SEBASTIAO DO UMBUZEIRO PREFEITURA MUNICIPAL,09075011000105,,BR,,government
CONSELHO MUNICIPAL DOS DIREITOS DA CRIANCA E DO ADOLESCENTE,09077036000148,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE MISSAL,09077055000174,,BR,,government
CONSELHO REGIONAL DOS REPRESENTANTES COMERCIAIS NO ESTADO DO RIO GRANDE DO NORTE,09078122000175,,BR,,government
CORONEL EZEQUIEL CAMARA MUNICIPAL,09079062000105,,BR,,government
SITIO NOVO CAMARA MUNICIPAL,09079070000151,,BR,,government
LAGOA DE VELHOS CAMARA MUNICIPAL,09079153000140,,BR,,government
CURRAIS NOVOS SECRETARIA MUNICIPAL DE PLANEJAMENTO,09079187000135,,BR,,government
FUNDO MUNICIPAL DE SAUDE DE QUATRO PONTES,09079277000126,,BR,,government
SANTANA DO MATOS CAMARA MUNICIPAL,09079344000102,,BR,,government
"SECRETARIA MUNICIPAL DO TRABALHO, EMPREGO E RENDA",09079389000187,,BR,,government
MUNICIPIO DE MAE D'AGUA,09084088000141,,BR,,government
MUNICIPIO DE MAE D'AGUA,09084088000222,,BR,,government
MUNICIPIO DE MAE D'AGUA,09084088000303,,BR,,government
MUNICIPIO DE MAE D'AGUA,09084088000494,,BR,,government
MUNICIPIO DE MAE D'AGUA,09084088000575,,BR,,government
MUNICIPIO DE MAE D'AGUA,09084088000656,,BR,,government
SECRETARIA DE ESTADO DE EDUCACAO-RJ - CE PROF. ALBA CANIZARES DO NASCIMENTO,09084108000184,,BR,,government
MUNICIPIO DE PATOS,09084815000170,,BR,,government
MUNICIPIO DE PATOS,09084815000251,,BR,,government
MUNICIPIO DE PATOS,09084815000332,,BR,,government
MUNICIPIO DE PATOS,09084815000413,,BR,,government
MUNICIPIO DE PATOS,09084815000502,,BR,,government
MUNICIPIO DE PATOS,09084815000685,,BR,,government
MUNICIPIO DE PATOS,09084815000766,,BR,,government
MUNICIPIO DE PATOS,09084815000847,,BR,,government
MUNICIPIO DE PATOS,09084815000928,,BR,,government
CARRAPATEIRA PREFEITURA,09086935000107,,BR,,government
"SECRETARIA MUNICIPAL DE BEM ESTAR SOCIAL,CULTURA, ARTES E TURISMO",09088242000153,,BR,,government
SECRETARIA DE EDUCAO E ESPORTES,09088254000188,,BR,,government
SECRETARIA DE ESTADO DA FAMILIA E DESENVOLVIMENTO SOCIAL - SEDS,09088839000106,,BR,,government
CAMARA DE VEREADORES DE SAO BONIFACIO,09091895000191,,BR,,government
CONSELHO ESCOLAR DA ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL CHACARA DAS FLORES,09096146000157,,BR,,government
CAIXA ESCOLAR PROFESSORA JOSEFA ALVENTINA DE MENEZES,09097638000167,,BR,,government
FUNDO MUNICIPAL DE SAUDE,09097711000109,,BR,,government
FUNDO MUNICIPAL DE SAUDE,09099349000105,,BR,,government
