category,company,project_title,budget,county
echipamente,Procedura competitiva Pachete rechizite presc,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva Pachete rechizite prescolari si elevi",76881.15,Bucuresti
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Adapatori antiinghet nivel constant",35700.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Sistem adapatori capre exterior 10 buc",8330.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Pompa transfer lapte",4165.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Bidoane inox 6 buc",3808.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Remorca tehnologica",59500.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Hranitor automat iezi(2buc)",54830.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Statie muls 12 posturi",118250.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Analizator lapte",23800.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Iesle iezi 3 buc",4105.5,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Ventilatoare grajd(6 buc)",45000.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Sistem separatoare fixe 40 m",11900.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: furnizare Banda hrana automatizata capre(2buc)",318000.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Amestecator furaje",3715.18,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Tanc Racire lapte",24990.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Roaba distribuit hrana 2 buc",7140.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Ecograf capre",3570.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Fisete 2 buc",3570.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Moara maruntit cereale",11900.0,Dambovita
echipamente,CONTESTI AGRICULTURA-INDUSTRIE-COMERT S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Statie muls 12 posturi",140717.5,Dambovita
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,-,12278643.67,Covasna
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,-,1257158.97,Covasna
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Lot 1  Solutie integrata de stocare, taiere si prelucrare a sticlei precum si soft-ul aferent",2727117.18,Buzau
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie motostivuitor",215922.16,Buzau
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,-,564974.75,Covasna
echipamente,PRODUCTIE PRESTARI SERVICII COMERT AGER SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Lot 2  Achizitionarea liniei de spalare/asamblare/presare/sigilare",1917242.0,Buzau
echipamente,PROIECT-CONSTRUCT REGIUNEA TRANSILVANIA SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Reluare procedura achizitie LOT 2",1483425.72,Bihor
echipamente,ACE INTERNATIONAL BUSINESS CORPORATION SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Echipamente tehnologice IT&C : sisteme de randare , router, stabilizatoare de tensiune, switch-uri, monitoare, laptop-uri, desktop PC-uri, echipament de racire, carcase rack.",605918.55,Ilfov
echipamente,ACE INTERNATIONAL BUSINESS CORPORATION SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Echipamente tehnologice IT&C: sisteme de randare, router, stabilizatoare de tensiune, switch-uri, laptop-uri, desktop-uri PC all in one, carcase rack, echipament de racire si climatizare",605918.55,Ilfov
echipamente,BAHM CONSTRUCTII CIVILE SI INDUSTRIALE SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE UTILAJE - LOT 1",1570903.27,Tulcea
echipamente,BAHM CONSTRUCTII CIVILE SI INDUSTRIALE SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE UTILAJE - LOT 4",292145.6,Tulcea
echipamente,BAHM CONSTRUCTII CIVILE SI INDUSTRIALE SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE UTILAJE - LOT 2",129790.8,Tulcea
echipamente,BAHM CONSTRUCTII CIVILE SI INDUSTRIALE SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: FURNIZARE UTILAJE - LOT 3",60322.68,Tulcea
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE",2872314.0,Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE",1979033.0,Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE",219514.0,Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE",122164.0,Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE",1781948.0,Constanta
echipamente,COMPANIA DE REMORCARE MARITIMA COREMAR SA,"Anunturi [proceduri de achizitie, beneficiari privati]: DOTARE CU UTILAJE DE SPECIALITATE",165840.0,Constanta
echipamente,CONSTRUCTII SI PRELUCRARI METALICE S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie utilaje specifice activitatii de confectii metalice",1377468.4,Buzau
echipamente,EMI EQUIPEMENT MAINTENANCE INDUSTRIE S.A.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie echipamente Lot 5 - Masina de manufactura aditiva 3D si software CAD",100000.0,Arges
echipamente,EMI EQUIPEMENT MAINTENANCE INDUSTRIE S.A.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie echipamente Lot 4 - Ferastrau de retezat",455000.0,Arges
echipamente,GENERAL MANAGEMENT CONSTRUCTION GROUP SRL,-,5713435.7,Bucuresti
echipamente,GENERAL MANAGEMENT CONSTRUCTION GROUP SRL,cator electric,349668.95,Bucuresti
echipamente,GENERAL STANDARD ANTREPRENOR GENERAL SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIA UTILAJELOR PERFORMANTE - 1",4099458.7,Bihor
echipamente,GENERAL STANDARD ANTREPRENOR GENERAL SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIA SOFTWARE (Licenta utilizare platforma informatica monitorizare a flotei de utilaje de constructii)",46520.0,Bihor
echipamente,LOT 3 - Achizitie echipament pentru insc,"Anunturi [proceduri de achizitie, beneficiari privati]: LOT 3 - Achizitie echipament pentru inscriptionare cu inkjet",22192.94,Cluj
echipamente,CENTRUL STOMATOLOGIC DR. TITIANU S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitia echipamentelor tehnologice specifice activitatilor stomatologice",162100.84,Hunedoara
echipamente,CENTRUL STOMATOLOGIC DR. TITIANU S.R.L.,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitia echipamentelor tehnologice verzi specifice activitatilor stomatologice",363109.24,Hunedoara
echipamente,SC KW CENTRU DE RECUPERARE SPORTIVA SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie echipamente de recuperare sportiva - SC KW CENTRU DE RECUPERARE SPORTIVA SRL",22928.07,Cluj
echipamente,CABINET MEDICAL DR. IRINA CIUPILAN SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: PROCEDURA DE ACHIZITIE COMPETITIVA ECOGRAF",881000.0,Iasi
echipamente,CABINET MEDICAL DR. IRINA CIUPILAN SRL,"Anunturi [proceduri de achizitie, beneficiari privati]: PROCEDURA DE ACHIZITIE COMPETITIVA pentru atribuirea contractului de furnizare Ecograf",881000.0,Iasi
echipamente,SANIMED INTERNATIONAL DISTRIBUTION SRL,-,310398.2,Bucuresti
echipamente,AMBER BUSINESS CONSULTING ROMANIA SRL,-,342661.29,Bucuresti
echipamente,AMBER BUSINESS CONSULTING ROMANIA SRL,-,5645.16,Bucuresti
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,e Lot 4,229775.03,Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,MEDICINA GENERALA,223000.0,Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,-,20084.04,Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,e Lot 2,1145193.15,Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,e Lot 3,412243.65,Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,e Lot 1,1296229.47,Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,MAX PRO,725371.8,Arges
echipamente,BEST OZONE THERAPY MEDICAL CENTER SRL,-,357717.6,Arges
servicii,Servicii de organizare evenimente respectiv servicii de cazare masa si inchiriere sala pentru participanti si personal propriu in vederea organizarii a doau sc,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de organizare evenimente respectiv servicii de cazare masa si inchiriere sala pentru participanti si personal propriu in vederea organizarii a doau scoli de afaceri, servicii de cazare si masa personal propriu participare masa rotunda",56698.0,Galati
servicii,Prestarea serviciilor necesare organizarii evenimentelor in cadrul proiectului ALT-POL - Capacitarea uniunilor sindicale din domeniul sa,"Anunturi [proceduri de achizitie, beneficiari privati]: Prestarea serviciilor necesare organizarii evenimentelor in cadrul proiectului ALT-POL - Capacitarea uniunilor sindicale din domeniul sanitar de a formula politici publice alternative: - Lot 1: Servicii organizare evenimente (cazare, catering, inchiriere sala) pentru ACADEMII DE VARA - Lot 2: Servicii organizare evenimente (organizare seminarii, catering, inchiriere sala si materiale publicitare) pentru 4 FOCUS GRUPURI si pentru 3 MESE ROTUNDE - Lot 3: Servicii organizare evenimente (catering, inchiriere sala) pentru ORGANIZARE CONFERINTA INCHIDERE PROIECT",1980.0,Bucuresti
servicii,Servicii de cazare si masa pentru grup tinta si personal propriu pentru participare la eveniment final mentorat - masa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de cazare si masa pentru grup tinta si personal propriu pentru participare la eveniment final mentorat - masa rotunda",26516.0,Galati
servicii,constientizare si informare aferente proiectului Planificarea managementului conservarii biodiversitatii in arii,"Anunturi [proceduri de achizitie, beneficiari privati]: CS_02-02 - Servicii de publicitate necesare implementarii actiunilor de consultare, constientizare si informare aferente proiectului Planificarea managementului conservarii biodiversitatii in ariile naturale protejate ROSPA0012 Bratul Borcea, impreuna cu ROSCI0319 Mlastina de la Fetesti, IV.34. Padurea Canton Hatis si ROSCI0278 Bordusani - Borcea (fara partea care se suprapune cu ROSPA0017 Canaralele de la Harsova)",666500.0,Giurgiu
servicii,constientizare si informare aferente proiectului Planificarea managementului conservarii biodiversitatii in arii,"Anunturi [proceduri de achizitie, beneficiari privati]: CS_02 - Servicii de publicitate necesare implementarii actiunilor de consultare, constientizare si informare aferente proiectului Planificarea managementului conservarii biodiversitatii in ariile natural protejate Natura 2000 ROSPA0112 Campia Gherghitei incluzand rezervatia naturala B.6. Lacul Rodeanu, cod SMIS 116919",369225.0,Giurgiu
servicii,Servicii de cazare si masa pentru personal propriu pentru participarela eveniment final mentorat -masa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de cazare si masa pentru personal propriu pentru participarela eveniment final mentorat -masa rotunda",1694.0,Galati
servicii,Pachet servicii de cazare si masa echipa de proiect pentru a participa la mese rotunde si servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Pachet servicii de cazare si masa echipa de proiect pentru a participa la mese rotunde si servicii de organizare mese rotunde",36022.0,Galati
servicii,Procedura competitiva Servicii de Organizare workshop-uri de nutritie sanatoasa pentru parintii,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva Servicii de Organizare workshop-uri de nutritie sanatoasa pentru parintii/tutorii copiilor",70000.14,Bucuresti
servicii,SERVICII CATERING PENTRU ASIGURARE HRANA PENTRU 132 DE PARTICIPANTI LA PROGRAMUL SCOALA DUPA SC,"Anunturi [proceduri de achizitie, beneficiari privati]: SERVICII CATERING PENTRU ASIGURARE HRANA PENTRU 132 DE PARTICIPANTI LA PROGRAMUL SCOALA DUPA SCOALA - PROCEDURA COMPETITIVA",242352.0,Bucuresti
servicii,Servicii externalizate de organizare seminarii de informare regionale necesare implementarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii externalizate de organizare seminarii de informare regionale necesare implementarii proiectului Zile cu soare pentru intreprinderi sociale Cod proiect: 128000",20000.0,Bucuresti
servicii,Metode Educationale pentru Dezvoltarea Invatamantului Inovativ Antreprenorial M.E.D.I.I.,"Anunturi [proceduri de achizitie, beneficiari privati]: Contract de prestare de servicii: Expert Consultant in mediu de afaceri: Inovarea si Competitivitatea IMM, in cadrul Proiectului: Metode Educationale pentru Dezvoltarea Invatamantului Inovativ Antreprenorial M.E.D.I.I.A - Contract nr. POCU/320/6/21/122859",272268.0,Galati
servicii,Servicii de formare profesionala pentru grupul tinta in cadrul proiectului FACTIS - Fii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de formare profesionala pentru grupul tinta in cadrul proiectului FACTIS - Fii actor pentru o comunitate transformata, integrata si sustenabila - ID 113890",12500.0,Bucuresti
servicii,masa si sala si Pachet organizare sesiuni de perfectionare continand transport si masa,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva conform Ordinului 6712/2016 - Servicii Pachet de organizare curs competente antreprenoriale continand transport, masa si sala si Pachet organizare sesiuni de perfectionare continand transport si masa.",71899.98,Cluj
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Campanii de informare si constientizare privind importanta si necesitatea participarii angajatilor la programe de formare continua",527310.0,Constanta
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de campanii de publicitate - Campanii de sprijin acordat intreprinderilor",292320.0,Constanta
servicii,PATRONATUL NATIONAL AL FEMEILOR DE AFACERI DIN INTREPRINDERI MICI SI MIJLOCII,"Anunturi [proceduri de achizitie, beneficiari privati]: Campanii de sprijin acordat intreprinderilor care-si desfasoara activitatea intr-unul din sectoarele economice cu potential competitiv identificate conform SNC si in unul din domeniile de specializare inteligenta conform SNCDI sau intreprinderilor care intentioneaza sa-si adapteze activitatea la aceste sectoare economice/domenii de specializare inteligenta mentionate anterior,in vederea elaborarii si introducerii unor programe de invatare la locul de munc",292320.0,Constanta
servicii,Servicii dezvoltare experimentala pentru validarea in vivo a functionalitatii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii dezvoltare experimentala pentru validarea in vivo a functionalitatii celulelor TPL-IPC obtinute in cadrul proiectului Dia-Cure",675000.0,Bucuresti
servicii,Servicii de cazare pentru echipa de implementare COD CPV 98341000-5-Servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de cazare pentru echipa de implementare COD CPV 98341000-5-Servicii de cazare",50227.2,Bucuresti
servicii,Hrana pentru copiii participanti la programe de tip gradinita prietenoasa,"Anunturi [proceduri de achizitie, beneficiari privati]: Hrana pentru copiii participanti la programul SDS; Hrana pentru copiii participanti la programe de tip gradinita prietenoasa  Bailesti, jud. Dolj",44480.0,Bucuresti
servicii,Hrana pentru copiii participanti la programe de tip gradinita prietenoasa,"Anunturi [proceduri de achizitie, beneficiari privati]: Hrana pentru copiii participanti la programul SDS; Hrana pentru copiii participanti la programe de tip gradinita prietenoasa  Belot si Predesti, jud. Dolj",155000.0,Bucuresti
servicii,Hrana pentru copiii participanti la programe de tip gradinita prietenoasa,"Anunturi [proceduri de achizitie, beneficiari privati]: Hrana pentru copiii participanti la programul SDS; Hrana pentru copiii participanti la programe de tip gradinita prietenoasa  Bailesti, jud. Dolj",276240.0,Bucuresti
servicii,Hrana pentru copiii participanti la programe de tip gradinita prietenoasa,"Anunturi [proceduri de achizitie, beneficiari privati]: Hrana pentru copiii participanti la programul SDS; Hrana pentru copiii participanti la programe de tip gradinita prietenoasa  Parpanita, jud. Vaslui",68000.0,Bucuresti
servicii,de cazare si masa pentru participantii la Laboratorul Transnational sc,"Anunturi [proceduri de achizitie, beneficiari privati]: procedura de achizitie de Servicii (pachet integrat) de cazare si masa pentru participantii la Laboratorul Transnational schimb de bune practici -Italia 55110000-4; Transport (pentru Laborator/Tutoring/Proiecte pilot si Follow Up Transnational in Italia); bilete de avion (Romania-Italia-Romania) Implementarea si coordonarea activitatilor de cooperare transnationala: participarea la mesele de lucru 60400000-2; Servicii (pachet integrat) de cazare si masa pentru participantii la Laboratorul Transnational pentru Metodologie si tehnici de gamificare in procesul de formare si pregatire a studentilor  Anglia 55110000-4; Transport (pentru Laborator/Tutoring/Proiecte pilot si Follow Up Transnational in Anglia); bilete de avion (Romania-Anglia-Romania) Metodologie si tehnici de gamificare in procesul de formare si pregatire a studentilor 60400000-2",334400.0,Galati
servicii,SERVICII DE ORGANIZAREA CARAVANA INFORMARE - Solidaritate si responsa,"Anunturi [proceduri de achizitie, beneficiari privati]: SERVICII DE ORGANIZAREA CARAVANA INFORMARE - Solidaritate si responsabilitate sociala - POCU/449/4/16/127525",84020.0,Cluj
servicii,Servicii de consultanta pentru managementul de proiect si achizitii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de consultanta pentru managementul de proiect si achizitii",274890.0,Bucuresti
servicii,Servicii organizare evenimente - pachet de servicii cazare si masa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii organizare evenimente - pachet de servicii cazare si masa (mic dejun si cina) pentru participantii din grupul tinta al proiectului Acceleratorul de intreprinderi sociale in regiunea Nord-Est_ID 128525",144300.0,Iasi
servicii,Servicii organizare evenimente - pachet de servicii cazare si masa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii organizare evenimente - pachet de servicii cazare si masa (mic dejun si cina) pentru participantii din grupul tinta al proiectului Acceleratorul de intreprinderi sociale_ID 127384",144300.0,Iasi
servicii,Promovarea antreprenoriatului in economia sociala prin campanii,"Anunturi [proceduri de achizitie, beneficiari privati]: Organizare de evenimente ""Promovarea antreprenoriatului in economia sociala prin campanii de informare"" ID 128025 cod cpv 79952000-2",21000.0,Bucuresti
servicii,Promovarea antreprenoriatului in economia sociala prin campanii,"Anunturi [proceduri de achizitie, beneficiari privati]: Organizare de evenimente ""Promovarea antreprenoriatului in economia sociala prin campanii de informare"" ID 128024 cod cpv 79952000-2",21000.0,Bucuresti
servicii,Procedura competitiva Servicii Catering Program Scoala dupa sc,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva Servicii Catering Program Scoala dupa scoala",278760.0,Bucuresti
servicii,Servicii de transport a persoanelor pe raza judetelor regiunii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de transport a persoanelor pe raza judetelor regiunii Sud-Est",210641.07,Suceava
servicii,TRANSPORT si HRANA participanti in vederea realizarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii externalizate de CAZARE, TRANSPORT si HRANA participanti in vederea realizarii cursurilor",349440.0,Bucuresti
servicii,sala si Pachet organizare eveniment Ziua Comunitatii,"Anunturi [proceduri de achizitie, beneficiari privati]: Pachet organizare eveniment de selectie a planurilor de afaceri - continand transport (45 participanti), masa ( 60 participanti), sala si Pachet organizare eveniment Ziua Comunitatii (transport si masa).",23833.34,Cluj
servicii,DOCUMENTATIE PENTRU OFERTANTI in vederea atribuirii,"Anunturi [proceduri de achizitie, beneficiari privati]: DOCUMENTATIE PENTRU OFERTANTI in vederea atribuirii unui contract-cadru avand ca obiect organizarea a 2 (doua) evenimente din cadrul proiectului Developing Youth NGO Leadership, finantat prin ACF Romania",47200.0,Bucuresti
servicii,Serviciile de catering pentru asigurare hrana cursa,"Anunturi [proceduri de achizitie, beneficiari privati]: Serviciile de catering pentru asigurare hrana cursanti LOT V Curs Lucrator in comert 5220.1.1 Locatia Mun Craiova, Dolj",18720.0,Gorj
servicii,Serviciile de catering pentru asigurare hrana cursa,"Anunturi [proceduri de achizitie, beneficiari privati]: Serviciile de catering pentru asigurare hrana cursanti LOT VI Curs Lucrator in comert 5220.1.1 Locatia Mun Tg Jiu, Gorj",18720.0,Gorj
servicii,Servicii de organizare a unei conferinte de presa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de organizare a unei conferinte de presa in Bucuresti (inchiriere spatiu, asigurare bufet)",5924.37,Iasi
servicii,Servicii de organizare a unei conferinte de presa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de organizare a unei conferinte de presa in Bucuresti",5924.37,Iasi
servicii,GRUPUL DE CONSULTANTA PENTRU DEZVOLTARE DCG SRL,-,258064.51,Bucuresti
servicii,Servicii instruire cu tema Dezvoltarea campanii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii instruire cu tema Dezvoltarea campaniilor de advocacy si a politicilor publice alternative, inclusiv organizarea cursurilor",41510.0,Iasi
servicii,VALORIFICAREA TURISTICA A ANSAMBLULUI BISERICII,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de asistenta tehnica din partea proiectantului pentru proiectul ""VALORIFICAREA TURISTICA A ANSAMBLULUI BISERICII SF. GHEORGHE A BRESLEI ABAGERILOR, DIN MUNICIPIUL BARLAD"", COD SMIS 117354",162000.0,Vaslui
servicii,Servicii de cazare COD CPV 98341000-5-Servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de cazare COD CPV 98341000-5-Servicii de cazare",34560.0,Bucuresti
servicii,promovare si constientizare asupra utilitatii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de informare, promovare si constientizare asupra utilitatii platformei informatice",36600.0,Bucuresti
servicii,ASOCIATIA ROMANA PENTRU PROMOVAREA SANATATII,-,312081.0,Bucuresti
servicii,proiect ID 121437 Competitiv pe piata muncii,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie servicii catering LOT 3, proiect ID 121437 Competitiv pe piata muncii",38528.0,Bucuresti
servicii,Servicii de cazare si masa aferente deplasa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de cazare si masa aferente deplasarilor expertilor monitorizare implementare afaceri si coordonator monitorizare implementare afaceri",23160.0,Galati
servicii,Servicii de supervizare si dirigentie de sa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de supervizare si dirigentie de santier aferente lucrarilor de interventie (restaurare, conservare, protejare si valorificare) si dotarilor (mobilier si echipamente TIC) Restaurarea, consolidarea, protectia si conservarea imobilului din Strada Plantelor, nr. 4, Bucuresti",235000.0,Bucuresti
servicii,Servicii de supervizare si dirigentie de sa,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de supervizare si dirigentie de santier aferente lucrarilor de interventie (restaurare, conservare, protejare si valorificare) si dotarilor (mobilier si echipamente TIC)",260000.0,Bucuresti
servicii,ACHIZITIA DE SERVICII DE INCHIRIERE SPATII,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIA DE SERVICII DE INCHIRIERE SPATII PENTRU ACTIVITATI HUB DE INOVARE SOCIALA",66482.75,Bucuresti
servicii,Procedura competitiva - Achizitie Servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva - Achizitie Servicii Hoteliere in cadrul Proiectului Politici alternative in economia sociala, cod SMIS 112122",55045.32,Dolj
servicii,Procedura competitiva Organizare tabere sc,"Anunturi [proceduri de achizitie, beneficiari privati]: Procedura competitiva Organizare tabere scolare",150000.0,Bucuresti
servicii,Servicii de organizare cursuri manageri sc,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de organizare cursuri manageri scolari si cursuri personal de sprijin",53336.14,Bucuresti
servicii,Servicii de organizare cursuri manageri sc,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de organizare cursuri manageri scolari si cursuri personal de sprijin (inchiriere sala, materiale curs, hrana participanti, transport)",53336.14,Bucuresti
servicii,proiect Acceleratorul de intreprinderi sc,"Anunturi [proceduri de achizitie, beneficiari privati]: Achizitie servicii organizare evenimente - sesiuni de informare in perioada septembrie-octombrie 2019, proiect Acceleratorul de intreprinderi sciale, ID 127384",2035.01,Iasi
servicii,Servicii de catering pentru participantii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii de catering pentru participantii la cursurile de formare profesionala nivel 2 si 3",208073.0,Dolj
servicii,Servicii organizare evenimente- servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii organizare evenimente- servicii cazare in Bucuresti",6952.0,Bucuresti
servicii,Servicii organizare evenimente- servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii organizare evenimente- servicii cazare in Brasov",6952.0,Bucuresti
servicii,Servicii organizare evenimente- Servicii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii organizare evenimente- Servicii organizare vizita de studiu, Lot 6",57268.07,Bucuresti
servicii,ACHIZITIE SERVICII CATERING SI SERVICII,"Anunturi [proceduri de achizitie, beneficiari privati]: ACHIZITIE SERVICII CATERING SI SERVICII CAZARE (IASI NOIEMBRIE 2019)",1552.0,Bucuresti
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (6)_Liceul Gheorghe Sincai, municipiul Targu Mures, judetul Mures",4400.0,Bucuresti
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (9)_ Liceul de Arte Ionel Perlea , Slobozia, Ialomita",2000.0,Bucuresti
servicii,Servicii catering si livrare a mancarii,"Anunturi [proceduri de achizitie, beneficiari privati]: Servicii catering si livrare a mancarii (8)_Scoala Gimnaziala nr.1, Galbinasi , judetul Calarasi",1800.0,Bucuresti
